FSO_Att
6.781420988
20.9829859
5.576998912
9.493278611
9.783966744
21.75614436
7.037691102
24.53607669
4.365396619
7.419227244
22.67574508
31.64603347
14.75019335
5.22327943
21.55819607
25.18070114
13.39938767
7.16220778
10.94615375
25.29283541
23.54111049
23.77284954
6.928615836
9.503156233
24.53400504
7.25472475
15.83711625
25.32112543
22.07677652
20.34204807
24.54443982
7.112872847
23.5550978
15.19041448
13.28491993
9.186497229
14.44944526
7.863020701
6.983223606
8.960735409
7.07384096
9.718119774
9.74107245
4.489471716
7.892707806
5.408976043
20.58313305
5.335619473
9.439827945
5.21238504
6.90536447
10.29831316
20.44388383
14.30273414
29.07599633
7.018083202
21.99539298
7.181240627
7.543969882
7.470354908
31.53655069
8.524342262
9.100229441
20.71115133
7.172420293
9.150662776
13.32138822
24.06610627
8.780559124
27.03286137
22.96973733
15.72593196
9.265006328
27.15254142
25.99169402
6.856854321
19.86626427
4.091414109
21.68106881
26.34642969
9.018595252
23.06143564
26.55491107
24.83173676
8.061497533
9.093859225
8.543226131
5.938387352
8.467370903
4.65526315
23.40589988
26.47246143
3.957944832
7.441416832
10.3618206
7.70499537
6.815090624
31.9667457
29.02776579
12.09609471
19.9849501
7.203145337
5.23507685
7.025618266
30.54338527
10.48596766
14.99077268
29.99311308
9.113304381
21.18021807
23.99450093
6.880905631
4.827692778
10.29027914
9.928104937
14.48653914
8.454946891
13.61199033
5.703455016
31.01822937
28.96078046
7.127629776
5.31718415
