Vis,Dist,Temp,Temp_Min,Part_Max,Part_Min,Part
41297.47052,4823.781642,0.747924686,0.721995165335278,8.2073736864697,7.34210988805655,7.92422888
68158.40391,4821.94437,0.550685311,0.49834622611378,6.43880319835825,5.93183829884402,6.082570103
69631.54786,4825.230493,-0.004131216,-0.0043629495890581,12.5704928661779,11.1878132140883,12.23484511
3854.820667,2959.455092,23.89725759,21.671987492591,10.5000675243515,9.1788987480597,10.02156411
31632.1754,4825.393155,0.900053303,0.89541227995582,21.75166173707,18.780493924209,20.86556855
71614.59214,4824.900322,0.205839593,0.190163001080746,10.1811874362604,9.6645530227015,10.1739874
68161.11687,4822.095253,0.448933342,0.425083554403278,5.98195162870461,5.41469586753201,5.907034654
28549.41973,4827.03471,-0.752229329,-0.806725117776533,7.04159586280782,6.48816783852862,6.998817576
7041.881162,4826.817249,0.664473674,0.660251938653774,48.1205777727495,42.0175963049971,44.84443803
2188.814022,4824.566585,0.648301469,0.627119782250967,199.268219573734,193.36971737296,196.4518499
43442.34405,4819.94331,0.908457118,0.898149430659125,18.9967670171867,18.0053965355915,18.72924538
5122.720199,4823.805031,0.203002996,0.195745941710628,20.024272233593,17.2149761801426,18.94834545
73912.90851,4823.480878,0.845097834,0.812487401173596,0.0,0.0,0.0
31609.274,4818.183466,1.844470717,1.73240776646704,7.21335961183536,7.07937381139344,7.101704551
7436.101223,4825.840245,0.727469166,0.718456428473201,24.8068648843081,21.7829893142861,23.11570978
21.05480024,2959.977775,25.61326985,24.7912358714449,31.5853439216963,27.5201381180864,29.43082734
9446.603833,2964.675409,24.44352816,24.1061892244498,15.7554471881953,13.7426943608701,15.17970167
19465.42743,4824.321083,1.763535565,1.68393161147837,6.54854585786679,5.58174583039201,5.997505276
68139.50947,4823.365279,0.303164661,0.29476061899942,6.45562699692888,5.64619512019115,5.953507533
31319.40301,4822.328043,-1.04120971,-1.07470689196013,0.0,0.0,0.0
7439.545287,4820.80537,0.689481791,0.62654236835286,22.9531070100677,22.4764728917355,22.7804424
4597.665734,4819.032579,0.199122845,0.192086436056472,22.2959939529893,21.8592466438192,22.25734396
58187.63203,4821.720682,0.181222561,0.16346931714439,11.5513420034958,10.4538666638768,10.87925189
2453.577782,4824.991053,0.698029613,0.653907091721565,246.718767986872,225.544949416453,239.5060437
71087.96336,4826.652161,0.220553916,0.217507130384863,8.48977821736609,7.80988046769247,7.854537918
5758.233231,2012.442125,1.691250116,1.55246247425744,5.35805430775449,4.64167407221539,5.01240093
2588.252745,4824.431899,0.665466884,0.665227298146037,225.525228763969,218.709236130255,225.3610201
44.48355403,2959.704833,24.42939005,23.5752849346558,11.2614249448507,10.9481638067986,11.21650612
3457.422393,4822.543451,0.796983463,0.745494694453632,111.76927610729,106.079976384041,108.0302693
74995.83501,4820.728299,0.455549008,0.434037213803205,6.1149404688626,5.47682387324151,6.016985532
4605.04973,4821.836991,0.042018112,0.0396468622055411,22.8665849592669,20.3678430362958,21.84778613
75003.56863,4827.699629,0.021700766,0.0211798187394941,0.0,0.0,0.0
41645.24817,4819.320388,-0.060594202,-0.0624796389948329,5.50646269964671,4.80658856940221,5.089232621
45222.91686,4818.827851,0.12059401,0.110718148772225,6.34012105118306,5.58956525363552,6.119000446
5392.687728,4822.172376,0.000476695,0.0004386800092475,0.0,0.0,0.0
5209.56462,4821.773804,0.127465177,0.127265749566514,8.41270010544688,7.64617593457166,8.034134892
44852.43739,4820.713099,3.366033223,3.11851094085717,21.4616999412629,19.4292741869119,20.27968847
74998.57757,4826.392078,2.031920722,1.86722253894891,0.0,0.0,0.0
26844.28809,4827.467459,3.067405062,2.89052112469959,0.0,0.0,0.0
22710.33721,4827.923723,0.582716807,0.559669657597686,0.0,0.0,0.0
2100.223375,4820.901375,0.691605166,0.6325489312973,132.325648416384,115.744750835414,125.920821
46941.65485,4822.377992,0.630134345,0.588215283538286,0.0,0.0,0.0
2531.639309,4823.534127,0.769669616,0.699074871306133,207.885348067913,201.09337299153,206.1529272
18046.5901,4824.052255,0.263517185,0.245135571422338,5.35335431913717,4.74127145462773,5.07051285
16471.26964,4818.02059,2.113959142,2.06112927153966,24.2441559927121,23.7148581982561,24.06183224
16401.00482,4824.914188,2.057033817,2.04169790799925,19.1899022874578,18.177372653639,19.15331259
6320.995293,2016.102564,1.772259938,1.70998420761682,8.72351594765687,7.4298146270737,8.03559441
25907.59258,4819.064199,-0.636874102,-0.679271575443761,12.1535704378503,11.7790717773483,12.09402363
58193.45589,4826.546323,0.245406279,0.22886363464359,11.7647752934699,10.257342553034,11.19548406
7632.050701,4820.241962,0.767287016,0.733007152551914,11.5344893185595,10.461999617837,11.04180144
4211.187894,4820.528278,0.159535504,0.15542059988943,11.8723474305214,10.7866838681501,10.88887821
4040.663948,4820.104612,0.282984808,0.269928428352142,17.0815600582875,14.8886524508344,15.7256178
74998.16827,4822.250255,2.11750388,1.92605584861673,0.0,0.0,0.0
5386.635682,4823.104625,0.113101927,0.103780433703454,0.0,0.0,0.0
19802.31119,4818.49298,1.965134317,1.94504620904602,7.54085849648034,6.54294183717629,6.954006553
60878.02191,4818.705931,0.814431916,0.812659165773379,0.0,0.0,0.0
4640.250647,4823.702541,0.185329734,0.179031086444379,19.4816374951507,18.9805003553605,19.29341267
3458.744729,4826.356002,0.077737834,0.0758011232856809,32.8284932958558,27.9952928967324,29.98187761
72018.7761,4822.288286,0.258334487,0.248879256652982,5.39893386037782,4.64055585774944,4.948689916
7560.410486,4823.700456,0.616012283,0.606120870307341,5.27068126382181,4.92082223373305,5.059608378
