AH,Part_Min,Vis,Temp,Part,Dist,Part_Max
16.47929895,11.1663025169073,17921.96708,21.33540587,11.2176924,2964.371903,11.3759745430397
11.6405254,6.41572240693832,35071.32228,17.49016832,7.031752329,2021.393048,7.0486584539207
15.5131936,21.3671353700205,26781.32174,21.49179498,22.33461907,2962.098976,23.4091042582672
20.29652329,31.8808899286235,12581.61323,25.37617554,34.32925028,2955.527311,37.1711250363986
6.49727395,17.4544027981449,73491.74015,9.492792424,18.26747511,4825.939292,19.5438311502212
6.857121447,9.43536028416301,75001.10899,8.173325261,9.825216186,4821.596044,10.7476864221496
17.17816989,256.141311823931,3630.611368,22.01095007,271.937207,2958.601625,275.434819426473
19.65441673,85.5473370794467,5749.755582,23.6828643,86.67622751,2120.132026,92.8743489446224
6.613972281,4.57822163989373,7272.936424,4.862580769,4.971117673,4820.249268,5.45812050996896
6.168963326,41.9846546550375,12242.54466,5.771631642,42.68752623,2015.266232,43.4760599380826
11.04580719,19.2255618148723,10514.72739,13.59135795,21.25407174,2021.42886,21.8277321436879
6.473128783,16.830768667995,17480.67769,5.256352784,18.16410844,4822.205148,18.3204221834356
6.073481398,175.109130431451,4895.822571,4.559802075,189.3627665,2018.823295,202.390405324352
10.79391346,25.5786643610727,15750.64481,15.18885146,27.62409911,2012.082046,27.8939266112352
11.6327403,49.4146953348202,4926.514429,13.65558158,50.31066687,2017.436725,53.3133011907778
15.72567733,13.0002211513088,25732.60848,21.19028986,13.00288429,2959.522237,14.0611337752609
22.16460917,69.9819957518599,5063.268357,26.88234497,74.18262358,2964.597455,77.2540358186594
16.46400191,392.792490488584,2563.914005,21.29007482,436.4042106,2964.476064,476.587445143484
7.743090549,80.0674152557625,5183.929538,7.775478855,87.7778115,2019.370116,90.8252978197439
5.080984728,11.6228999224515,25317.05121,2.967152304,12.89716722,4823.406777,13.1000419528798
4.583253394,30.8140197163174,6812.274831,0.51385023,33.06367617,4818.56323,36.3143440271941
20.47757207,117.245868646011,5285.744189,25.71361109,118.5763829,2961.722037,121.356754424588
4.689495059,5.76310265083208,32491.81518,3.438709129,6.09927074,4822.603234,6.40662539557842
11.9233801,325.156137714343,2418.290517,14.26934353,330.9716174,2018.744359,351.747884885952
6.512183316,79.8907729626711,3971.992956,4.462331931,82.72751904,4827.241762,89.2625539496224
10.19953125,60.2283441438475,11997.0073,15.41778932,65.00517713,2018.283975,66.913338316289
4.972533801,68.3994754080546,10509.77906,1.253711037,72.57013454,4827.090592,79.744329397845
4.918609307,7.27823658922549,68998.61476,6.0414863,8.013735159,4819.21115,8.37493821012332
6.512591535,5.58105489184659,10862.79463,5.020407349,6.040892592,4825.312152,6.32685886606838
18.01319996,112.174821906992,10749.63403,21.50631722,114.3671057,2960.344094,119.448282830249
4.223221776,22.7271931306467,19895.01863,2.766851318,24.13936987,4821.270452,24.963581789918
11.72898659,62.5154700299828,4135.364349,13.73284122,66.29873584,2021.572167,72.4926977313897
7.740802438,63.8123867256178,10214.50596,7.974575166,68.66651665,2019.149292,70.9543142181616
11.72584704,0.0,39686.03967,18.87181626,0.0,2013.940786,0.0
6.837954044,92.2744359039841,9267.818016,6.26556482,101.138428,4819.483157,108.575136798282
20.53497196,33.8214864048713,9154.408889,23.31017461,34.43733819,2963.179825,34.4559883658096
11.56918011,48.9140277857738,2518.250158,13.44882146,53.39495346,2019.878479,54.9998635105113
10.06439078,106.100349178994,9266.475747,11.68956259,115.7651627,2019.038428,116.101259047478
18.53852277,292.437050761307,4883.019067,23.77635914,307.9257536,2958.569422,325.934165630423
17.30853673,9.25142657734871,41509.24387,24.86694818,10.00114855,2955.27212,10.7244680475584
5.374484112,114.851248061053,7804.955003,7.17132709,119.9973699,2012.302486,130.901767790757
19.61557074,159.086219216751,1710.819647,23.45764415,166.9226171,2120.868639,179.833562376172
17.45337268,84.7268946278598,6022.767433,22.30001161,85.00328621,2112.314749,89.1994097735088
5.667972909,80.8325365145093,8872.658554,3.966912122,89.26268097,4819.440172,95.0507430944057
7.112927923,64.8980418025175,15540.09737,9.61762106,65.30827923,4824.023079,71.4005602973006
17.66885873,23.6562084466982,820.6958242,23.99747047,23.87196463,2959.145299,23.9766974285675
4.518105923,64.5769404362407,4561.032174,0.06846575,70.36227077,4822.375929,72.7836736706412
6.329344756,21.7075375926612,15623.90825,5.236189158,22.00718693,4821.84401,22.7321185887427
8.488490303,95.0499245962864,8202.90233,8.951177049,99.35666286,2013.725475,105.496116814908
5.305964052,14.3876406924665,28339.03546,4.321089954,15.13774345,4825.654149,16.6242415816116
7.104951178,18.087946990486,16644.85934,7.855784687,19.11431829,4820.505085,20.2957496897652
10.19502598,107.849995027951,4011.11384,11.43409008,119.2077416,2020.517354,121.957967144357
7.305875548,0.0,27186.39994,12.63379313,0.0,2019.33929,0.0
21.02821097,15.9334064671361,27515.74693,26.9340947,16.15307803,2959.52692,17.7231364588502
6.022028596,108.702234997383,7101.002096,3.879939875,111.8155142,4818.941677,114.223243317242
10.31908519,54.2885647419738,4992.267505,12.13388552,55.03329228,2015.95467,56.8785373728874
4.337646622,114.422038333961,6541.233262,3.211142553,123.4998335,2012.556657,134.739183781678
10.44847511,36.7099844392006,14059.52282,12.15012169,39.56185899,2014.078422,39.7921379856086
21.2650975,58.0548974492404,13324.9201,27.85885382,58.63821485,2956.758808,60.7207106894058
10.67730365,5.86240915203213,54754.64421,22.75753671,5.990922913,2016.249898,6.22148244846721
10.18718617,105.157454557218,3487.907062,11.3411585,107.1376054,2012.508325,116.831442505648
12.40094709,469.127383380283,1022.008921,15.96654729,470.5404071,2016.422784,484.090494666492
21.11592192,16.1585648331825,28921.1714,26.59468404,16.18167668,2955.291366,16.5569966158035
14.533694,18.7830256011342,51659.80176,21.89716442,20.37343578,2960.794905,20.6855841579848
5.499215291,138.228108742603,6934.071504,3.167911278,140.4566824,4818.908068,144.169085776716
19.1191537,128.72359846468,4899.780905,22.45772838,138.5808902,2116.341704,145.96105143606
18.4233392,18.8485805110579,38030.43744,22.31542823,19.22838085,2112.25547,20.7440454856774
18.54397209,688.643093063711,573.8244958,23.06517544,764.6223113,2120.576875,789.633503882658
8.784625348,193.615094862608,4399.825506,9.11782799,206.6869643,4820.093388,223.98769371578
6.264739196,0.0,67206.30257,5.000886138,0.0,2020.617754,0.0
6.317466543,22.4674039304409,49573.2593,8.251067338,23.43886532,4818.697587,23.8850946391894
10.58653138,8.55959804962808,44852.75127,15.22417719,8.845388012,2014.458704,9.60961076979551
10.34785379,34.9467070634212,14267.45198,11.99351219,37.86142845,2020.574612,41.1599307505444
10.17058509,147.668160695647,2907.629214,11.24594034,156.5292136,2014.268748,157.253177599241
7.146039001,10.7258079838474,46025.80093,8.669573966,11.80741558,4820.863955,12.7372919695586
5.76207845,49.1079496463079,12511.79836,4.547445682,54.32134038,4818.189768,55.0511892120812
6.400128106,14.7076920569701,8799.963495,5.05188363,14.77167224,4825.704049,15.6823956981392
5.926768849,17.9433466014916,34165.40754,5.814860463,18.05286022,4826.253073,19.849609072782
17.06913178,19.5283106703886,24280.61156,23.56033632,19.67996934,2962.984636,19.7032898181309
11.1759557,46.5045968186427,23044.22511,17.09828175,48.27634783,2012.804223,52.0998214710605
5.621676553,12.0956442657453,19167.57093,10.08390156,12.81644096,4820.239569,13.7034322166997
18.01146765,107.669832800635,10409.97933,22.36409661,116.0582562,2955.042225,121.257402818338
4.439576998,24.538609427011,22919.08255,1.886312856,26.05807065,4827.832085,27.9800192659115
5.246494585,8.54959936974314,3616.555849,1.555718575,8.86846842,4818.835818,9.01179725973138
17.64595474,102.33470005714,8217.444695,22.89819543,107.8286343,2961.101866,108.728187976558
8.070192116,50.0692064897356,19435.79123,9.566807503,52.84802582,2019.812468,58.1281951843908
6.176026002,0.0,75000.29987,6.36863489,0.0,4822.384808,0.0
8.250066377,119.837754623018,8127.903811,8.606775035,130.5261574,2012.193005,135.328831558039
10.40664163,104.909651178047,2789.160292,11.89970107,106.1638529,2013.660773,111.496045307085
8.812645575,248.257601879873,3675.638669,9.243638889,252.0970101,2019.683768,268.381622438298
3.723136324,12.0281333938714,38515.71704,4.161694943,13.25239031,4823.760793,13.3462285293045
6.868415641,5.79704443909915,74982.49827,8.188343125,5.979191788,4818.992257,6.15521000195274
