Vis,Temp,RI_Max,RI_Min,Dist,RI,AH
10459.22478,-1.680976555,0.0,0.0,4824.744193,0.0,3.994530687
12242.54466,5.771631642,0.79899914396281,0.675133842522488,2015.266232,0.745261318,6.168963326
10514.72739,13.59135795,0.129245674981547,0.110139512752811,2021.42886,0.120674868,11.04580719
17480.67769,5.256352784,0.0,0.0,4822.205148,0.0,6.473128783
74995.47372,3.955383188,0.0,0.0,4825.481141,0.0,3.381882936
3609.167895,6.365665642,0.0,0.0,4820.523935,0.0,7.147537023
4895.822571,4.559802075,0.0,0.0,2018.823295,0.0,6.073481398
59905.75108,0.334355848,0.0532560773107992,0.0449576315336624,4820.36381,0.04921089,3.565269985
13573.95537,6.00189967,0.0,0.0,4821.640793,0.0,6.352968198
74991.46997,21.11848703,0.0,0.0,2018.741397,0.0,9.080126658
16881.73435,25.63978962,0.0,0.0,2957.942337,0.0,20.38823444
15750.64481,15.18885146,0.0823222185331924,0.0729185678898804,2012.082046,0.07489954,10.79391346
14290.11959,2.398806054,0.0,0.0,4826.864279,0.0,5.073539779
4926.514429,13.65558158,0.0,0.0,2017.436725,0.0,11.6327403
6739.395506,7.929062341,0.0,0.0,4821.685929,0.0,7.525399308
37183.66732,10.28618977,0.0,0.0,2016.950999,0.0,2.95258326
25732.60848,21.19028986,0.0,0.0,2959.522237,0.0,15.72567733
21305.26405,-2.205222958,0.0,0.0,4823.910388,0.0,3.718400578
34009.63244,21.29138363,0.0,0.0,2018.459679,0.0,6.281808078
74701.82251,-0.215723559,0.0,0.0,4821.780126,0.0,3.494358938
27372.51245,11.74021683,0.0,0.0,2015.345664,0.0,6.069769834
39105.39874,5.403142008,0.0,0.0,4825.499901,0.0,6.351205568
68140.90257,-0.821473571,0.0,0.0,4823.429401,0.0,3.097953865
5063.268357,26.88234497,3.71206214937033,3.25141588250803,2964.597455,3.383806554,22.16460917
17679.81664,23.41341327,0.0,0.0,2956.994715,0.0,20.34147955
12494.4749,29.70658735,0.0,0.0,3966.925189,0.0,21.25100306
75004.73295,8.213104627,0.0,0.0,4823.375236,0.0,2.942285735
38869.20948,18.75613593,0.0,0.0,2021.234393,0.0,7.351542447
35892.87348,21.12457252,0.0,0.0,2955.157677,0.0,15.45716922
60550.33979,8.201942585,0.0,0.0,2019.514055,0.0,2.553958988
2563.914005,21.29007482,3.15538860388536,3.06720347103949,2964.476064,3.115315823,16.46400191
48482.67974,26.02059102,0.0,0.0,2955.79545,0.0,18.27977712
5183.929538,7.775478855,0.0,0.0,2019.370116,0.0,7.743090549
14386.59529,29.46926058,0.0,0.0,3962.461808,0.0,21.97871991
72849.07371,5.96675117,0.0,0.0,4823.68697,0.0,5.813424479
25317.05121,2.967152304,0.0506448651273258,0.0475223412519377,4823.406777,0.04841453,5.080984728
37199.91307,23.07504261,0.0,0.0,2961.452737,0.0,17.26994734
6812.274831,0.51385023,0.0,0.0,4818.56323,0.0,4.583253394
20042.62723,6.003968247,0.0,0.0,2019.303485,0.0,4.707672581
75001.81887,4.303300331,0.0,0.0,4822.93077,0.0,5.302048056
31679.6013,20.69040291,0.0,0.0,2955.288191,0.0,15.29096382
41297.47052,0.747924686,0.00533709847871,0.004892773592414,4823.781642,0.005089161,4.65496947
74997.96369,11.42425288,0.0,0.0,2018.033218,0.0,2.177339117
5285.744189,25.71361109,3.01851277329925,2.53282968308486,2961.722037,2.80237464,20.47757207
46030.10849,1.818339432,0.0,0.0,4826.973371,0.0,4.565479099
75003.73086,18.71961521,0.0,0.0,2018.253175,0.0,10.64763433
75004.02882,2.346920551,0.0,0.0,2012.475941,0.0,2.2525748
7293.655894,4.239293972,0.0,0.0,2012.132544,0.0,5.04521027
1584.330388,11.9065276,0.0,0.0,2589.64,0.0,9.47981387
5075.276634,-6.258868192,0.0,0.0,4825.552401,0.0,2.996257172
20976.55199,5.261843988,0.0,0.0,4823.397571,0.0,6.433128173
15212.91387,11.42018788,0.0,0.0,2019.228755,0.0,10.09612957
6058.12844,7.66080704,0.118978036579524,0.112735776695968,2021.908039,0.114778119,7.060618641
75000.59659,9.332633652,0.0,0.0,4822.838072,0.0,5.370329059
45678.91967,26.24812997,0.0,0.0,3962.69254,0.0,18.73501253
32491.81518,3.438709129,0.0,0.0,4822.603234,0.0,4.689495059
25424.99017,15.60226772,0.0,0.0,2014.658165,0.0,6.047170481
14502.83636,25.18863079,0.0,0.0,2955.019143,0.0,20.07181721
2418.290517,14.26934353,3.22729102450922,3.13425674189467,2018.744359,3.214400503,11.9233801
12184.78522,1.293719594,0.0,0.0,4818.33275,0.0,5.038229319
69959.15033,4.870095637,0.0,0.0,4820.33929,0.0,6.189224183
3971.992956,4.462331931,0.0,0.0,4827.241762,0.0,6.512183316
20858.9871,0.591024568,0.0,0.0,2016.698272,0.0,4.399423393
75004.69205,24.08795016,0.0,0.0,2957.692674,0.0,11.13169971
10632.67928,20.4916323,0.110964559797622,0.092172030642179,2960.639462,0.100931274,14.79007904
23876.65039,2.949963443,0.0,0.0,2021.173608,0.0,3.943796123
8686.749994,4.898087756,0.0,0.0,4819.521316,0.0,6.325687827
12117.9706,-1.817589647,0.0,0.0,4827.784084,0.0,3.619585258
11997.0073,15.41778932,0.591496411988206,0.569593607546231,2018.283975,0.591394227,10.19953125
35800.29857,27.22327769,0.0,0.0,2964.229555,0.0,18.47790806
1946.045826,15.40135021,0.0,0.0,2592.086863,0.0,12.96038198
10509.77906,1.253711037,0.415803983863209,0.36454562488757,4827.090592,0.391963644,4.972533801
31485.69486,16.19206452,0.0054333728748652,0.004851473569101,2020.616705,0.004963422,10.92686168
68998.61476,6.0414863,0.0,0.0,4819.21115,0.0,4.918609307
45347.08758,30.45520117,0.0,0.0,3969.26318,0.0,22.54783163
24581.80633,19.84762431,0.0,0.0,2959.55477,0.0,13.84090833
72712.836,14.86991562,0.0,0.0,2013.608634,0.0,9.020791229
4305.829242,3.408287013,0.0,0.0,4821.297352,0.0,5.925557973
59284.88525,5.619359399,0.0,0.0,4822.931142,0.0,5.322377133
10141.40328,4.425019798,0.0,0.0,4822.738961,0.0,6.166984693
30687.81443,19.92306459,0.0,0.0,2956.692501,0.0,16.75021706
33182.84158,27.18940614,0.0,0.0,2955.025393,0.0,21.54364379
32763.27977,1.834447754,0.0,0.0,4824.540977,0.0,4.175214589
10862.79463,5.020407349,0.0,0.0,4825.312152,0.0,6.512591535
10749.63403,21.50631722,1.04116193209419,0.890738689089874,2960.344094,0.986350463,18.01319996
29860.45706,3.6439821,0.0,0.0,4820.772268,0.0,5.705562606
30818.08241,25.79439014,0.0,0.0,3964.717332,0.0,19.7607986
19895.01863,2.766851318,0.233630696930735,0.225468164421048,4821.270452,0.226346424,4.223221776
75004.69814,2.091244552,0.0,0.0,2012.509258,0.0,2.338950208
12254.22629,22.22548045,0.0,0.0,2115.743015,0.0,18.16752362
5005.725862,23.47554691,0.517020459903568,0.470715331596758,2961.118624,0.476593289,19.18239141
4135.364349,13.73284122,0.703135751442879,0.615821747510059,2021.572167,0.65088741,11.72898659
10214.50596,7.974575166,0.0,0.0,2019.149292,0.0,7.740802438
40542.33962,2.288884923,0.0,0.0,4819.791566,0.0,4.660230044
37809.10154,19.52811841,0.0,0.0,2964.402871,0.0,15.99218069
39686.03967,18.87181626,0.0,0.0,2013.940786,0.0,11.72584704
9267.818016,6.26556482,1.43548255700269,1.38805402737269,4819.483157,1.399659798,6.837954044
9154.408889,23.31017461,1.44936953769584,1.37133150201678,2963.179825,1.381772749,20.53497196
63057.78756,23.12470147,0.0,0.0,2117.144517,0.0,18.1171088
32538.14732,27.74233648,0.0,0.0,2117.152077,0.0,18.5435311
20045.79771,0.829927662,0.0,0.0,4824.756281,0.0,4.27839833
23015.16433,27.19964196,0.0,0.0,2964.778846,0.0,19.77088218
2518.250158,13.44882146,0.53901367024815,0.469756742671004,2019.878479,0.511822855,11.56918011
9266.475747,11.68956259,0.874583677768379,0.78557615899235,2019.038428,0.823428907,10.06439078
4883.019067,23.77635914,0.0,0.0,2958.569422,0.0,18.53852277
35175.33811,8.45484609,0.0,0.0,4825.382663,0.0,5.923135086
55595.9136,22.76963777,0.0,0.0,2964.951586,0.0,10.51825655
11838.3904,31.15916061,0.0,0.0,3967.241797,0.0,21.99925456
41509.24387,24.86694818,0.0,0.0,2955.27212,0.0,17.30853673
45183.71449,9.392647285,0.0,0.0,4818.548595,0.0,6.956465366
7804.955003,7.17132709,1.23460402229996,1.11002438393945,2012.302486,1.155534734,5.374484112
23093.44203,25.67697245,0.0,0.0,2121.835932,0.0,19.27165187
24329.27504,27.07042209,0.0,0.0,2114.906301,0.0,20.06276179
22653.19685,24.7497042,0.0,0.0,2955.923322,0.0,18.91425757
1710.819647,23.45764415,6.60337165731259,6.37537179452679,2120.868639,6.40251131,19.61557074
23084.07492,-2.624698079,0.0,0.0,4826.284081,0.0,3.636169437
27699.87511,6.575838454,0.0,0.0,4822.45153,0.0,5.699997969
6022.767433,22.30001161,2.00897914855507,1.81607653972159,2112.314749,1.958057116,17.45337268
63882.76105,5.613868031,0.0,0.0,2020.375775,0.0,3.19958763
39459.16638,20.13950156,0.0,0.0,2964.774419,0.0,16.49218328
29755.90321,7.973720903,0.0,0.0,4818.753915,0.0,6.988760053
68158.40391,0.550685311,0.0,0.0,4821.94437,0.0,3.415844144
17829.64705,4.321058605,0.0,0.0,2012.020698,0.0,4.80134147
9563.718264,22.30586974,0.245216061463727,0.236016184830102,2961.144032,0.239243236,17.09007905
41669.81455,27.47545911,0.0,0.0,2114.531165,0.0,18.87109262
74997.62025,15.15424576,0.0,0.0,2019.955149,0.0,6.028607322
8872.658554,3.966912122,1.2963692322918,1.11426844837252,4819.440172,1.182708686,5.667972909
21332.44424,10.57088815,0.0,0.0,2014.13907,0.0,5.058634753
14656.20827,1.342479539,0.0,0.0,2018.930927,0.0,4.016147271
15540.09737,9.61762106,0.376731973408251,0.327403295358612,4824.023079,0.343057522,7.112927923
65840.68705,19.43310307,0.0,0.0,2959.980999,0.0,13.17703557
40967.43167,26.40452195,0.0,0.0,2964.190765,0.0,18.51943788
820.6958242,23.99747047,0.576575740725155,0.56686092980722,2959.145299,0.567295461,17.66885873
4561.032174,0.06846575,0.0,0.0,4822.375929,0.0,4.518105923
15623.90825,5.236189158,0.121430433366951,0.111332986396948,4821.84401,0.120915295,6.329344756
10863.99389,3.16882037,0.0,0.0,2014.328736,0.0,4.888585774
64772.64823,18.4365002,0.0,0.0,2959.064524,0.0,11.283653
70864.92996,22.85065572,0.0,0.0,2113.282241,0.0,18.70309192
43614.79919,21.434877,0.0,0.0,2956.558603,0.0,15.18275639
74914.49098,24.68872687,0.0,0.0,2963.850523,0.0,11.75569299
75000.06582,9.685891607,0.0,0.0,4827.35862,0.0,6.205159226
61342.19105,24.20394051,0.0,0.0,2964.751744,0.0,18.10976748
9632.795421,30.44420413,0.0,0.0,3963.40487,0.0,21.78736545
47569.2052,12.52749592,0.0,0.0,2012.831441,0.0,9.956154737
75001.51372,11.28861386,0.0,0.0,2018.130249,0.0,2.21234969
52616.16729,23.69804313,0.0,0.0,2114.944855,0.0,16.98324536
7951.192801,2.548549546,0.0,0.0,2012.082544,0.0,4.359611677
8202.90233,8.951177049,0.0,0.0,2013.725475,0.0,8.488490303
10841.55147,18.79775942,0.0,0.0,2587.658929,0.0,7.534486339
55041.33687,4.216644533,0.0,0.0,4823.40335,0.0,5.028062559
28339.03546,4.321089954,0.0268164474240108,0.0231208227166679,4825.654149,0.024466757,5.305964052
16644.85934,7.855784687,0.0558063615844904,0.0514692409190333,4820.505085,0.052239812,7.104951178
3998.319637,2.610877687,0.0,0.0,4824.933982,0.0,5.569582471
2001.07826,15.91276387,0.0,0.0,2590.192829,0.0,13.22604006
25532.74975,9.301985289,0.0,0.0,4821.84148,0.0,7.203035836
24406.94447,3.525359503,0.0,0.0,4823.525108,0.0,5.063663491
4011.11384,11.43409008,1.32218949545674,1.28707733135547,2020.517354,1.290377783,10.19502598
43573.5424,4.977988278,0.0,0.0,4818.359821,0.0,4.655081727
51134.7376,26.11259971,0.0,0.0,2956.322803,0.0,18.15975309
27186.39994,12.63379313,0.0,0.0,2019.33929,0.0,7.305875548
6132.067249,3.907259504,0.11634570570741,0.10439579503016,2013.811616,0.111115394,5.983315032
70543.10517,10.77459646,0.0,0.0,2958.543943,0.0,9.133738392
75004.85169,21.74590786,0.0,0.0,2959.528475,0.0,7.990527235
27515.74693,26.9340947,0.160688144538082,0.148851158845056,2959.52692,0.150941839,21.02821097
22984.75656,1.69973524,0.0,0.0,4826.767677,0.0,5.095507208
7101.002096,3.879939875,1.72085628536761,1.68632893933381,4818.941677,1.69016426,6.022028596
15968.47023,29.08937843,0.0,0.0,3962.246395,0.0,22.52400136
4992.267505,12.13388552,0.700747894241127,0.596840942819336,2015.95467,0.645841599,10.31908519
47814.26911,21.26976093,0.0,0.0,2959.576992,0.0,15.93430035
6541.233262,3.211142553,2.65734614261343,2.23233665881815,2012.556657,2.459196828,4.337646622
5627.138572,3.785117366,0.0,0.0,4822.67845,0.0,6.054866058
75003.639,13.00469931,0.0,0.0,2017.93266,0.0,7.287846335
14059.52282,12.15012169,0.50752671741362,0.457040113598402,2014.078422,0.488345085,10.44847511
40368.90728,26.00199876,0.0,0.0,2960.944908,0.0,19.02125624
50459.90061,21.4496461,0.0,0.0,2957.611079,0.0,15.87168751
13324.9201,27.85885382,0.0,0.0,2956.758808,0.0,21.2650975
2162.544938,2.554576755,0.0,0.0,4826.009813,0.0,5.690049096
74996.9375,3.808199899,0.0,0.0,4826.6173,0.0,2.999926861
54754.64421,22.75753671,0.0,0.0,2016.249898,0.0,10.67730365
16096.27666,19.96851574,0.165908313471113,0.157045800147533,2961.900366,0.160395905,15.58596337
75002.67514,4.588196246,0.0,0.0,4824.465386,0.0,5.470051938
3487.907062,11.3411585,0.0,0.0,2012.508325,0.0,10.18718617
36248.07678,3.353061707,0.0,0.0,4823.727984,0.0,4.645755605
47647.20813,4.029973124,0.0,0.0,4822.316773,0.0,4.617738565
1022.008921,15.96654729,29.4161487507011,26.5947536772036,2016.422784,27.9197536,12.40094709
27049.74576,14.5397245,0.0,0.0,2014.558289,0.0,4.549694819
28921.1714,26.59468404,0.0,0.0,2955.291366,0.0,21.11592192
6100.877802,7.63356448,0.0,0.0,2016.260124,0.0,5.580187673
74995.19357,1.563396452,0.0,0.0,4824.549563,0.0,2.539700226
6112.39721,10.25152595,0.0,0.0,2020.066918,0.0,5.803613611
20853.70874,23.70706594,0.0,0.0,2112.506474,0.0,18.38461431
35482.42052,33.06577821,0.0,0.0,3962.130138,0.0,17.64316421
35874.06511,25.38776036,0.0,0.0,2012.081594,0.0,10.54532211
21587.03405,3.717330869,0.0530290396881552,0.0479861028102406,4819.318659,0.050263907,5.677070553
58986.46425,5.515307845,0.0,0.0,2014.003464,0.0,7.018198019
59547.19335,26.03755957,0.0,0.0,2956.52117,0.0,15.71603749
51659.80176,21.89716442,0.0,0.0,2960.794905,0.0,14.533694
2855.153254,3.846664986,0.0,0.0,4827.963729,0.0,6.308992405
42644.80828,6.0021122,0.0,0.0,2016.455054,0.0,3.051275418
9471.783706,12.91061105,0.0,0.0,2584.710311,0.0,8.103314977
74995.04674,4.651606332,0.0,0.0,4820.644058,0.0,4.605718112
33331.69371,5.114265639,0.0,0.0,4824.561402,0.0,4.493381259
68424.60879,20.95617197,0.0,0.0,2964.120249,0.0,14.51287416
32109.62272,22.25838348,0.0,0.0,2015.132274,0.0,8.776456137
7615.802511,4.530906913,0.161691477327232,0.143060762737264,4827.438874,0.153502026,6.140066376
6934.071504,3.167911278,0.692315744973108,0.64738852761565,4818.908068,0.669787467,5.499215291
4899.780905,22.45772838,2.22948579006806,1.99180962351777,2116.341704,2.080529157,19.1191537
38030.43744,22.31542823,0.189042075577223,0.18562773248342,2112.25547,0.188577795,18.4233392
573.8244958,23.06517544,28.3582616133761,25.3912580086066,2120.576875,27.36254522,18.54397209
4399.825506,9.11782799,1.05467929650574,0.973147935654693,4820.093388,1.036025651,8.784625348
19617.37194,27.3505911,0.0,0.0,2964.273439,0.0,20.69066702
4859.569582,-3.251650143,0.0,0.0,4818.612923,0.0,3.674939836
4339.787677,5.354761598,0.0,0.0,2020.342991,0.0,5.383178848
14445.71279,5.42742737,0.0,0.0,4823.269637,0.0,6.195269223
70175.58327,16.67261552,0.0,0.0,2962.61342,0.0,11.28722897
11792.40344,11.80520805,0.0,0.0,2015.317418,0.0,5.067329714
5971.050796,2.101244727,0.0,0.0,2013.478784,0.0,5.254702045
67206.30257,5.000886138,0.0,0.0,2020.617754,0.0,6.264739196
1179.267992,8.786370873,0.0,0.0,2583.485988,0.0,8.242716314
74375.71907,24.08238574,0.0,0.0,2960.86302,0.0,10.50130063
69631.54786,-0.004131216,0.0,0.0,4825.230493,0.0,3.48522634
75001.10383,10.04461405,0.0,0.0,2013.209825,0.0,3.430774626
49573.2593,8.251067338,0.0975207688853243,0.0917642325956149,4818.697587,0.094296245,6.317466543
44852.75127,15.22417719,0.0223046062028132,0.0199965056145024,2014.458704,0.020295749,10.58653138
14267.45198,11.99351219,0.550224046424804,0.479233171276734,2020.574612,0.529402382,10.34785379
2907.629214,11.24594034,0.0,0.0,2014.268748,0.0,10.17058509
46025.80093,8.669573966,0.0353397013581218,0.0326473654391431,4820.863955,0.034183977,7.146039001
47355.29634,-0.032794127,0.0,0.0,4823.236659,0.0,3.978271852
12511.79836,4.547445682,0.472762035922841,0.436409721156246,4818.189768,0.466988318,5.76207845
74996.05906,2.342963226,0.0,0.0,4818.869043,0.0,4.354866621
32592.93525,25.38488726,0.0,0.0,2960.843016,0.0,20.67911354
74995.98245,9.122495499,0.0,0.0,4826.029352,0.0,6.513742087
67791.18078,17.89320219,0.0,0.0,2012.326668,0.0,9.061565015
48795.56505,3.599592098,0.0,0.0,2020.698896,0.0,3.623697871
8197.017367,7.767269272,0.0,0.0,2017.379094,0.0,4.679514632
59611.89075,8.735541306,0.0,0.0,4820.340177,0.0,4.4668427
8031.293136,7.914559258,0.0459183130884821,0.0402564398119323,2017.673411,0.043986019,7.366262993
18290.50666,27.80421329,0.0,0.0,3967.975454,0.0,22.52408732
74999.79394,-0.48913206,0.0,0.0,4818.736701,0.0,3.129483844
21654.17175,24.87858356,0.0,0.0,2119.773544,0.0,20.99130266
75003.6442,9.287979863,0.0,0.0,4826.700402,0.0,6.276255791
63881.90907,25.78224059,0.0,0.0,2960.75597,0.0,15.14770454
16228.76228,1.629821567,0.0,0.0,2021.440798,0.0,4.417477521
8799.963495,5.05188363,0.0930055758337097,0.0828929177772108,4825.704049,0.085448077,6.400128106
34646.97995,0.908520617,0.0,0.0,4824.091651,0.0,4.686453547
34165.40754,5.814860463,0.0604454024333612,0.0519842043719906,4826.253073,0.056943608,5.926768849
5513.113906,19.9608211,0.0,0.0,2583.285878,0.0,10.23072302
4801.871068,2.903338889,0.0,0.0,2016.594695,0.0,5.467216662
25710.88533,12.56304584,0.0041568932449349,0.0038914213201626,2016.87795,0.004060505,7.341465165
36182.20704,19.97374023,0.0,0.0,2960.695285,0.0,16.85711542
24280.61156,23.56033632,0.054139447466502,0.0521237589402618,2962.984636,0.052324517,17.06913178
23044.22511,17.09828175,0.189158404306174,0.165833981789477,2012.804223,0.173792586,11.1759557
19167.57093,10.08390156,0.0849651615060706,0.0749776899247921,4820.239569,0.081864908,5.621676553
44882.82033,25.57429208,0.0,0.0,2960.618962,0.0,18.94347125
61124.20434,6.855373155,0.0,0.0,2016.034637,0.0,2.722266169
9341.011153,13.68307286,0.0,0.0,2019.273611,0.0,11.66113226
52853.86834,4.916324565,0.0,0.0,4826.025292,0.0,5.620195544
10409.97933,22.36409661,0.37099663110531,0.321831009922468,2955.042225,0.33740534,18.01146765
33187.86984,17.56383344,0.0,0.0,2016.158109,0.0,5.769433633
50376.40496,15.67306924,0.0,0.0,2962.306331,0.0,10.51154002
3186.306205,19.26277993,0.0,0.0,2584.785342,0.0,9.352816309
18411.38389,2.116047162,0.0,0.0,4819.739298,0.0,4.940589501
22919.08255,1.886312856,0.473835364086106,0.426093341108785,4827.832085,0.443673389,4.439576998
23953.63692,29.10296292,0.0,0.0,3966.477504,0.0,18.74548155
64751.0002,22.06200374,0.0,0.0,2959.344438,0.0,16.28312394
74995.73625,4.549380341,0.0,0.0,4825.630216,0.0,5.056621501
14896.01707,27.77912515,0.0,0.0,3966.924263,0.0,22.05513328
26977.79303,15.82469609,0.0,0.0,2592.751378,0.0,8.128123752
20101.44677,28.4160871,0.0,0.0,3967.49598,0.0,20.76931091
53489.83048,0.859744898,0.0,0.0,4818.110878,0.0,3.738048353
3616.555849,1.555718575,0.0841264048587785,0.0761254222118569,4818.835818,0.077135013,5.246494585
74997.27217,21.51002386,0.0,0.0,2021.826238,0.0,7.485525133
74998.14575,11.40876306,0.0,0.0,4822.113637,0.0,3.941836689
8217.444695,22.89819543,0.856665459409222,0.813472673422868,2961.101866,0.843213761,17.64595474
36596.18069,23.22866791,0.0,0.0,2114.784391,0.0,17.15398926
45229.4664,23.51809,0.0,0.0,2958.198782,0.0,15.97343756
21829.54606,21.98971307,0.0,0.0,2117.770756,0.0,18.62766789
11048.3503,5.588793015,0.0,0.0,4819.884944,0.0,6.434464432
74997.18802,4.611902539,0.0,0.0,4826.649943,0.0,5.40148617
75004.67366,0.082172529,0.0,0.0,4820.408483,0.0,3.450655032
19435.79123,9.566807503,0.141865274769541,0.128448327787821,2019.812468,0.139866766,8.070192116
71682.94798,14.23125573,0.0,0.0,2018.27262,0.0,1.838429629
12911.24002,6.671561388,0.0,0.0,2020.492492,0.0,5.151809715
8172.047848,10.15642214,0.0,0.0,2014.245381,0.0,7.946591608
75000.29987,6.36863489,0.0,0.0,4822.384808,0.0,6.176026002
8127.903811,8.606775035,0.827852778617607,0.764899371631946,2012.193005,0.784537539,8.250066377
2789.160292,11.89970107,0.0,0.0,2013.660773,0.0,10.40664163
23692.52553,22.32714888,0.0,0.0,2955.579748,0.0,18.59392778
3675.638669,9.243638889,1.89381370577579,1.75198760088943,2019.683768,1.770809962,8.812645575
25431.14564,23.38058561,0.0,0.0,2955.327258,0.0,17.55397864
34139.29634,23.44014232,0.0,0.0,2963.481542,0.0,19.34650693
5270.656527,0.050000299,0.0,0.0,4822.913813,0.0,4.457392123
13480.81082,9.169236209,0.0,0.0,2017.681346,0.0,5.74647199
38515.71704,4.161694943,0.0,0.0,4823.760793,0.0,3.723136324
38249.92458,20.5697214,0.0,0.0,2962.662931,0.0,16.99930608
74982.49827,8.188343125,0.0,0.0,4818.992257,0.0,6.868415641
3132.288664,-3.890373312,0.0,0.0,4827.009033,0.0,3.526095776
53426.19988,19.08964972,0.0,0.0,2960.933269,0.0,12.19469476
21722.26796,23.2190221,0.0,0.0,2960.858337,0.0,17.37265452
12403.35413,2.0710304,1.60294044306371,1.45188210976864,4820.005697,1.538446749,5.128481014
50430.66284,3.89024631,0.0,0.0,2019.229014,0.0,3.505315536
38757.71848,34.58449685,0.0,0.0,3963.268389,0.0,17.73619716
28892.10712,24.6043161,0.0,0.0,2955.830601,0.0,17.04899375
38486.05198,5.146739839,0.0,0.0,4825.484029,0.0,5.806694739
14824.46381,29.64582623,0.0,0.0,3969.417382,0.0,22.62852227
72313.59615,11.05147933,0.0,0.0,2963.091346,0.0,6.351360018
25985.67788,6.107541488,0.45572333199919,0.389400134930586,4826.328427,0.419747528,6.547028119
74998.37955,15.74106963,0.0,0.0,2015.199879,0.0,3.378486264
3407.479342,13.1578337,0.0,0.0,2591.935766,0.0,9.373367613
2494.000877,8.092374672,0.0,0.0,2018.489609,0.0,7.50736602
14278.45306,22.92267436,0.17800838084007,0.157915587822259,2956.977281,0.165985928,17.38235254
35728.79362,16.43955274,0.0,0.0,2962.316964,0.0,13.60702984
75001.77128,10.74288039,0.0,0.0,4825.279036,0.0,8.00950515
75002.70695,4.497392015,0.0,0.0,4827.381513,0.0,5.616734147
63028.27727,4.589715139,0.0,0.0,4824.731098,0.0,5.7866307
32308.39423,20.43223571,0.0,0.0,2962.934401,0.0,16.91399266
74997.82518,8.379350611,0.0,0.0,4823.78879,0.0,6.987613933
74994.3376,24.16842502,0.0,0.0,2962.017123,0.0,7.097917054
17114.38592,14.60289761,0.266552573916299,0.225689192618978,2020.238576,0.249077279,11.55845021
43328.64766,13.49990785,0.0,0.0,2956.465303,0.0,11.42838389
16946.05621,29.70955752,0.0,0.0,3964.283098,0.0,17.37030521
37769.4455,21.2361712,0.0,0.0,2963.741088,0.0,16.17592154
74996.91985,11.51856319,0.0,0.0,2018.889715,0.0,8.39811981
14962.64112,6.122383027,0.0,0.0,4819.54898,0.0,6.307606989
14191.53445,-0.878318536,0.0394798629880694,0.034785409619909,4822.182805,0.037592944,3.97660171
4962.298939,23.01729253,0.982009420595785,0.914309126374342,2119.747211,0.958236065,18.94829623
2993.995858,11.050436,0.0,0.0,2021.218992,0.0,9.829449004
