Temp,Temp_Diff,Part_Min
4.223578609,0.0,9.52708350334658
1.117661733,0.133,0.0
1.405676096,0.35,4.6884460755545
1.213637243,0.25,5.85528145978991
0.392069725,-0.293,76.7748615611057
-0.789317866,0.087,10.0074156303313
0.891273917,0.4,18.919315324301
0.085520438,0.6,66.4159458372352
0.862975481,-2.2,58.8666614137758
0.679818712,0.3,4.72301584081762
1.280097051,0.287,6.74362093243945
-1.069035752,0.1,29.1109274083838
0.392214453,-0.059,19.0946217833371
-0.082504036,0.128,51.558838877732
0.95702533,0.373,19.0398183511005
0.623583859,-0.998,30.3287263395098
1.305588345,0.1,0.0
-1.802415594,0.6,0.0
0.561071159,0.2,27.4561217487894
5.071254866,0.152,5.87136208918873
0.801660734,-0.5,4.64680882971945
0.713041414,-1.1,4.76050373195344
0.287867074,-0.4,91.5032777826608
1.341762604,0.26,8.3154421273058
0.326598263,-0.2,49.9883111928664
-1.720959557,0.543,6.98028787806959
0.780239783,0.215,22.8855207410739
4.229209158,0.0,19.5274778207714
-0.667027209,0.0,12.7782930722657
1.11609917,0.305,7.56224746791224
-0.23869139,-0.4,26.5635052299445
0.830981465,-2.569,103.072508678539
0.402492952,-2.264,8.9758779752428
-0.911600813,-0.172,7.06336901356824
0.714037401,-2.54,138.375194217698
1.167508738,0.4,11.6421079755563
0.666417285,0.35,13.6850790583374
0.534184677,-1.0,29.0652722640676
0.204020474,-0.2,55.9393208459528
1.028150508,0.3,23.2892172512523
4.017919162,0.2,22.8353444060725
-0.066370851,0.5,51.9817402415085
0.991139629,0.4,14.1841299495018
0.123474324,0.255,0.0
-1.066256833,-0.05,70.7874481034201
-0.138026756,0.277,72.534048972234
-0.12071571,0.2,64.5180063073618
0.727666726,-0.4,7.56611905471877
0.3760277,-0.243,58.3492233157993
0.33221333,0.0,53.6980422337326
-1.095204261,0.1,111.579335559745
0.791219551,-2.243,118.183977826424
0.405131083,-0.293,75.4667271478377
0.95771654,0.552,36.8825212133183
0.755515991,-2.22,93.8395047284763
-0.23667108,-0.4,27.1803791404847
1.599161726,-2.3,64.9421809488792
1.328488782,0.202,0.0
1.619157509,-2.3,49.9903829659128
-0.207051226,-1.4,59.5891622441691
0.990909669,0.487,43.3592404047484
4.086241796,-0.2,18.0516968291236
1.546558191,0.198,26.1274626944885
0.592704334,0.25,24.7609610560905
0.683452624,-0.913,23.7389452571511
0.911024937,0.365,14.5801740230256
0.476183702,-0.133,34.3062656832987
-1.979764154,0.405,6.28075374735821
0.960868139,0.373,19.5305926278217
1.162581912,0.113,8.03932642876995
4.050389966,0.1,0.0
0.454717397,0.087,19.7161185959425
0.776205022,-1.1,9.12145742201525
1.164557878,0.2,7.77911288953531
-2.249202395,0.367,4.78917710342105
0.826887606,-2.627,149.286008268303
1.392181285,0.287,6.98996711863905
-1.645536438,0.6,7.20569869708882
1.021444959,0.382,24.5472849331621
0.544286031,-0.115,61.8951873214483
0.96221457,0.295,21.6731482917209
-0.259544008,-0.08,27.3338719658937
0.990506924,0.487,43.207581939754
0.547195513,-2.135,4.56563056482542
0.924914526,0.29,11.9058697508234
1.402873065,0.261,4.61580916574586
0.021539347,0.62,49.1535383697339
-0.296495144,-0.187,8.57372217578553
-2.461870862,0.212,0.0
0.285096638,-0.059,19.1338693514247
0.980148398,0.35,15.7587092524543
0.928787291,0.4,8.24034066763275
0.33821461,-0.4,55.5234579818128
0.588701047,0.0,9.29672337344421
-0.253868122,-0.1,14.5846580753024
4.010770127,-0.2,18.3229354869792
0.237388968,-0.2,67.6577216991951
1.558008018,-2.3,66.1622847985853
0.498013738,-2.135,4.81363554521658
1.277292627,-0.018,7.62224836546426
0.694766382,0.2,7.98125750088126
0.479592551,-0.25,53.2090103287269
-1.178429347,-0.1,12.327795230207
1.472368156,-2.33,89.5540673712394
0.217433473,-0.233,81.2319762696505
5.251257764,0.067,8.22108589238285
0.576144571,0.0,8.94730346531897
1.115981219,0.113,7.31150288351644
0.620170038,-2.243,110.932989369492
1.195414644,-2.578,137.111046226631
-0.084973036,0.128,52.2735844292195
-1.043007062,-0.04,37.9257842670484
0.203786234,-0.233,81.8950541740838
0.784219452,-2.56,107.9024987508
-0.093115601,0.6,64.5928840701649
0.539470306,0.238,24.1342736646518
0.800505652,0.4,28.9836894804347
0.498686166,0.087,18.7641162438592
0.996711634,0.29,12.7822165193448
1.115980656,0.0,6.81556386162028
1.549544131,-2.5,49.6802025235235
1.121494888,-2.578,132.191616847918
0.790258418,0.4,6.58083964588443
