Temp,Temp_Diff,Part_Min
-0.878318536,-0.06,8.74486239379943
0.410104233,-0.3,74.924937510666
-0.142685933,-0.3,0.0
0.755738977,0.2,4.77942694344554
0.889155944,0.468,21.9003312953252
1.709506471,0.308,8.38313497266922
0.845472266,-2.627,141.418784732136
0.887922254,-2.2,58.0090699714416
0.285932301,-0.2,71.3183451794091
-2.540052531,0.25,5.86774808950678
0.591584201,0.2,29.5178457050196
0.35263807,-0.2,68.4144281800074
1.195019904,0.3,7.30563474150896
-1.726966896,0.563,8.91761927849949
1.284891859,0.305,7.79716888231874
0.482213496,-0.187,61.9288678933097
4.136889834,0.0,21.3993358521544
1.064267848,0.4,19.7543537314946
1.338474169,0.264,5.42455820911687
1.310248627,0.3,0.0
1.29098332,-0.018,7.67078293073083
0.449771933,0.2,4.84642116314768
0.956584942,0.548,41.4129751691864
0.187286843,0.3,7.25559136046277
-0.125316559,-0.1,4.70281888076044
1.724642353,0.308,8.47705386525538
0.815463019,-2.54,148.384331644196
1.453123812,0.152,25.0981998556106
-1.099912191,0.033,74.505981093068
1.393175474,0.048,4.821377660287
0.927912565,0.4,8.3682618032225
-0.18161981,-1.367,37.5501176114499
1.199192713,0.317,0.0
1.0373866,0.4,10.9626556526296
0.690591915,0.057,9.50656814110871
1.180759508,0.3,10.0870329600361
0.002289128,0.3,7.74279950839711
1.079923092,0.55,42.7836425060352
1.253421577,0.202,0.0
1.008012743,0.378,30.6828498722393
1.402571053,0.048,4.61039691004221
1.109037955,0.2,8.71097657227695
0.352065217,-0.2,54.2765240677441
-0.634086359,0.0,12.2632624229354
-2.521149229,0.212,0.0
0.966137059,0.55,42.6324673148838
0.659617443,0.3,23.3308844482802
1.356794906,0.35,4.73024206332635
-0.093490886,0.0,27.7909170576587
-0.704544079,0.0,21.448639071051
-0.194849821,0.1,33.2681278270414
0.345530004,-0.25,40.1041186768486
1.433823947,0.2,24.0518884054926
0.502541277,-0.112,33.3785311641015
1.610618549,-2.232,67.2860871168176
0.954240238,0.4,9.7451190164086
0.665239798,0.4,13.3252086091185
0.508849589,0.0,9.30941769418568
1.53555167,-2.3,49.5354880024889
0.577388405,0.2,5.50762565135131
1.32351438,-0.4,28.2830138947825
-0.24023904,-1.4,71.3186067881309
-1.13806408,0.037,105.882560902256
1.690967189,-2.278,58.1438176155165
1.56691335,-2.232,65.025684574674
1.158009299,-0.1,7.85696351223378
0.898917162,0.215,21.8699231086883
0.969913178,0.29,13.0387403686993
0.921780493,0.553,42.4515950670265
-1.740467489,0.6,8.3398622451968
0.839004062,0.35,8.38534279040924
0.815109421,0.4,9.1642680317133
0.557982027,-2.112,104.315019467107
4.881680384,-0.3,8.88040085939974
0.326198033,-0.4,59.6046880194685
0.778396058,0.423,14.3013640676763
-0.653246246,0.0,0.0
-0.590496179,0.1,7.39500531963689
0.975762804,0.468,22.7262848559453
0.386122366,0.2,0.0
-0.200339304,-0.1,4.72021011518795
0.730861918,0.388,13.8225529071057
1.547060525,-2.3,74.6318634892845
5.26046104,0.067,8.8881058072399
0.26112759,-0.4,91.1221875118554
0.942345728,0.34,20.961869481876
0.982418559,0.315,10.9798243992339
1.323233575,-0.4,60.0346861236012
-0.919011118,-0.35,6.87386305362972
1.022609788,0.445,18.9173396572882
0.485944349,0.2,14.6841969383425
-1.030278025,0.1,116.212739117721
-0.093949446,0.2,49.1360504234495
-2.425041906,0.253,5.74245649036314
0.300943467,-0.377,88.6077201045347
0.532716129,0.25,17.5522000442167
0.689992535,-2.22,94.686881388307
0.9013253,-2.459,80.0329900631852
0.919139525,0.264,23.5598314033887
0.357316209,-0.3,81.0339400073325
1.632440919,-2.278,58.959648459392
0.6615758,-1.008,40.9588137596915
0.985864716,0.4,14.8604110395804
-1.758340703,0.6,0.0
0.351890103,0.0,37.8433271112027
0.801858189,0.264,24.8359110317877
-0.025306685,0.0,27.8295174856331
-1.180297873,-0.05,69.9374184446098
1.172544281,0.25,5.46489353054616
0.340715392,0.0,39.4536489519223
0.47372734,0.2,23.782329329277
0.221640085,-0.2,72.2086447924342
0.823326786,-0.345,10.3990690978765
1.005435471,0.4,12.2768527540219
-0.12922406,0.1,44.5267597493631
4.099651188,-0.1,45.0687340572921
0.615161905,0.09,0.0
-1.088827033,-0.35,6.8609650648309
0.451545517,0.0,37.9140711525008
-1.021466913,0.1,111.674105985008
0.237369568,-2.397,8.75577673706652
4.013500103,-0.155,18.1995327400249
1.285938583,-2.5,168.985021967688
1.027555927,0.2,8.3183847157691
1.148480117,0.3,10.2251952795098
0.693882632,0.4,6.54683190015541
1.028540607,0.378,28.8554134994251
0.488627211,-0.115,59.813698710188
-1.143601771,-0.048,12.1483268209625
0.7852567,0.4,14.9725772385505
0.48401051,0.238,24.5694111051949
0.646201108,-0.185,22.6357725193193
1.13146326,0.133,0.0
-0.732217937,0.0,6.38864638745934
0.362280017,0.2,4.7609941559253
-1.724681839,0.6,7.6592452393252
-0.830245652,0.2,6.77217401348099
0.012249329,0.3,7.74211137636952
4.003664056,0.1,0.0
0.408553021,0.1,36.1471681122896
-1.153855611,0.072,77.6680940951005
0.787440655,0.4,13.8080609391553
-0.825066922,0.2,6.52940831613066
0.705326586,-2.112,110.353415197594
0.721584212,-1.1,9.4747669804084
