Dist,Vis,Temp,RI_Max,RI_Min,AH,RI
2964.371903,17921.96708,21.33540587,0.0143604992748498,0.0129095697035001,16.47929895,0.013077237
2021.393048,35071.32228,17.49016832,0.0,0.0,11.6405254,0.0
2962.098976,26781.32174,21.49179498,0.0138264374128663,0.0114975760946295,15.5131936,0.01274696
2955.527311,12581.61323,25.37617554,0.331677943451413,0.299137949523117,20.29652329,0.30898339
4825.939292,73491.74015,9.492792424,0.0,0.0,6.49727395,0.0
4821.596044,75001.10899,8.173325261,0.0,0.0,6.857121447,0.0
2958.601625,3630.611368,22.01095007,0.813439891562206,0.793592226584135,17.17816989,0.793693439
2120.132026,5749.755582,23.6828643,3.15786761076843,2.88420353972147,19.65441673,2.90926344
4820.249268,7272.936424,4.862580769,0.0322914125754706,0.027455853178,6.613972281,0.030404906
2015.266232,12242.54466,5.771631642,0.79899914396281,0.675133842522488,6.168963326,0.745261318
2021.42886,10514.72739,13.59135795,0.129245674981547,0.110139512752811,11.04580719,0.120674868
4822.205148,17480.67769,5.256352784,0.0,0.0,6.473128783,0.0
2018.823295,4895.822571,4.559802075,0.0,0.0,6.073481398,0.0
2012.082046,15750.64481,15.18885146,0.0823222185331924,0.0729185678898804,10.79391346,0.07489954
2017.436725,4926.514429,13.65558158,0.0,0.0,11.6327403,0.0
2959.522237,25732.60848,21.19028986,0.0,0.0,15.72567733,0.0
2964.597455,5063.268357,26.88234497,3.71206214937033,3.25141588250803,22.16460917,3.383806554
2964.476064,2563.914005,21.29007482,3.15538860388536,3.06720347103949,16.46400191,3.115315823
2019.370116,5183.929538,7.775478855,0.0,0.0,7.743090549,0.0
4823.406777,25317.05121,2.967152304,0.0506448651273258,0.0475223412519377,5.080984728,0.04841453
4818.56323,6812.274831,0.51385023,0.0,0.0,4.583253394,0.0
2961.722037,5285.744189,25.71361109,3.01851277329925,2.53282968308486,20.47757207,2.80237464
4822.603234,32491.81518,3.438709129,0.0,0.0,4.689495059,0.0
2018.744359,2418.290517,14.26934353,3.22729102450922,3.13425674189467,11.9233801,3.214400503
4827.241762,3971.992956,4.462331931,0.0,0.0,6.512183316,0.0
2018.283975,11997.0073,15.41778932,0.591496411988206,0.569593607546231,10.19953125,0.591394227
4827.090592,10509.77906,1.253711037,0.415803983863209,0.36454562488757,4.972533801,0.391963644
4819.21115,68998.61476,6.0414863,0.0,0.0,4.918609307,0.0
4825.312152,10862.79463,5.020407349,0.0,0.0,6.512591535,0.0
2960.344094,10749.63403,21.50631722,1.04116193209419,0.890738689089874,18.01319996,0.986350463
4821.270452,19895.01863,2.766851318,0.233630696930735,0.225468164421048,4.223221776,0.226346424
2021.572167,4135.364349,13.73284122,0.703135751442879,0.615821747510059,11.72898659,0.65088741
2019.149292,10214.50596,7.974575166,0.0,0.0,7.740802438,0.0
2013.940786,39686.03967,18.87181626,0.0,0.0,11.72584704,0.0
4819.483157,9267.818016,6.26556482,1.43548255700269,1.38805402737269,6.837954044,1.399659798
2963.179825,9154.408889,23.31017461,1.44936953769584,1.37133150201678,20.53497196,1.381772749
2019.878479,2518.250158,13.44882146,0.53901367024815,0.469756742671004,11.56918011,0.511822855
2019.038428,9266.475747,11.68956259,0.874583677768379,0.78557615899235,10.06439078,0.823428907
2958.569422,4883.019067,23.77635914,0.0,0.0,18.53852277,0.0
2955.27212,41509.24387,24.86694818,0.0,0.0,17.30853673,0.0
2012.302486,7804.955003,7.17132709,1.23460402229996,1.11002438393945,5.374484112,1.155534734
2120.868639,1710.819647,23.45764415,6.60337165731259,6.37537179452679,19.61557074,6.40251131
2112.314749,6022.767433,22.30001161,2.00897914855507,1.81607653972159,17.45337268,1.958057116
4819.440172,8872.658554,3.966912122,1.2963692322918,1.11426844837252,5.667972909,1.182708686
4824.023079,15540.09737,9.61762106,0.376731973408251,0.327403295358612,7.112927923,0.343057522
2959.145299,820.6958242,23.99747047,0.576575740725155,0.56686092980722,17.66885873,0.567295461
4822.375929,4561.032174,0.06846575,0.0,0.0,4.518105923,0.0
4821.84401,15623.90825,5.236189158,0.121430433366951,0.111332986396948,6.329344756,0.120915295
2013.725475,8202.90233,8.951177049,0.0,0.0,8.488490303,0.0
4825.654149,28339.03546,4.321089954,0.0268164474240108,0.0231208227166679,5.305964052,0.024466757
4820.505085,16644.85934,7.855784687,0.0558063615844904,0.0514692409190333,7.104951178,0.052239812
2020.517354,4011.11384,11.43409008,1.32218949545674,1.28707733135547,10.19502598,1.290377783
2019.33929,27186.39994,12.63379313,0.0,0.0,7.305875548,0.0
2959.52692,27515.74693,26.9340947,0.160688144538082,0.148851158845056,21.02821097,0.150941839
4818.941677,7101.002096,3.879939875,1.72085628536761,1.68632893933381,6.022028596,1.69016426
2015.95467,4992.267505,12.13388552,0.700747894241127,0.596840942819336,10.31908519,0.645841599
2012.556657,6541.233262,3.211142553,2.65734614261343,2.23233665881815,4.337646622,2.459196828
2014.078422,14059.52282,12.15012169,0.50752671741362,0.457040113598402,10.44847511,0.488345085
2956.758808,13324.9201,27.85885382,0.0,0.0,21.2650975,0.0
2016.249898,54754.64421,22.75753671,0.0,0.0,10.67730365,0.0
2012.508325,3487.907062,11.3411585,0.0,0.0,10.18718617,0.0
2016.422784,1022.008921,15.96654729,29.4161487507011,26.5947536772036,12.40094709,27.9197536
2955.291366,28921.1714,26.59468404,0.0,0.0,21.11592192,0.0
2960.794905,51659.80176,21.89716442,0.0,0.0,14.533694,0.0
4818.908068,6934.071504,3.167911278,0.692315744973108,0.64738852761565,5.499215291,0.669787467
2116.341704,4899.780905,22.45772838,2.22948579006806,1.99180962351777,19.1191537,2.080529157
2112.25547,38030.43744,22.31542823,0.189042075577223,0.18562773248342,18.4233392,0.188577795
2120.576875,573.8244958,23.06517544,28.3582616133761,25.3912580086066,18.54397209,27.36254522
4820.093388,4399.825506,9.11782799,1.05467929650574,0.973147935654693,8.784625348,1.036025651
2020.617754,67206.30257,5.000886138,0.0,0.0,6.264739196,0.0
4818.697587,49573.2593,8.251067338,0.0975207688853243,0.0917642325956149,6.317466543,0.094296245
2014.458704,44852.75127,15.22417719,0.0223046062028132,0.0199965056145024,10.58653138,0.020295749
2020.574612,14267.45198,11.99351219,0.550224046424804,0.479233171276734,10.34785379,0.529402382
2014.268748,2907.629214,11.24594034,0.0,0.0,10.17058509,0.0
4820.863955,46025.80093,8.669573966,0.0353397013581218,0.0326473654391431,7.146039001,0.034183977
4818.189768,12511.79836,4.547445682,0.472762035922841,0.436409721156246,5.76207845,0.466988318
4825.704049,8799.963495,5.05188363,0.0930055758337097,0.0828929177772108,6.400128106,0.085448077
4826.253073,34165.40754,5.814860463,0.0604454024333612,0.0519842043719906,5.926768849,0.056943608
2962.984636,24280.61156,23.56033632,0.054139447466502,0.0521237589402618,17.06913178,0.052324517
2012.804223,23044.22511,17.09828175,0.189158404306174,0.165833981789477,11.1759557,0.173792586
4820.239569,19167.57093,10.08390156,0.0849651615060706,0.0749776899247921,5.621676553,0.081864908
2955.042225,10409.97933,22.36409661,0.37099663110531,0.321831009922468,18.01146765,0.33740534
4827.832085,22919.08255,1.886312856,0.473835364086106,0.426093341108785,4.439576998,0.443673389
4818.835818,3616.555849,1.555718575,0.0841264048587785,0.0761254222118569,5.246494585,0.077135013
2961.101866,8217.444695,22.89819543,0.856665459409222,0.813472673422868,17.64595474,0.843213761
2019.812468,19435.79123,9.566807503,0.141865274769541,0.128448327787821,8.070192116,0.139866766
4822.384808,75000.29987,6.36863489,0.0,0.0,6.176026002,0.0
2012.193005,8127.903811,8.606775035,0.827852778617607,0.764899371631946,8.250066377,0.784537539
2013.660773,2789.160292,11.89970107,0.0,0.0,10.40664163,0.0
2019.683768,3675.638669,9.243638889,1.89381370577579,1.75198760088943,8.812645575,1.770809962
4823.760793,38515.71704,4.161694943,0.0,0.0,3.723136324,0.0
4818.992257,74982.49827,8.188343125,0.0,0.0,6.868415641,0.0
4820.005697,12403.35413,2.0710304,1.60294044306371,1.45188210976864,5.128481014,1.538446749
4826.328427,25985.67788,6.107541488,0.45572333199919,0.389400134930586,6.547028119,0.419747528
2956.977281,14278.45306,22.92267436,0.17800838084007,0.157915587822259,17.38235254,0.165985928
