Vis_Min,RI_Max,AH_Min,RI,AH
17394.1205886761,0.0,19.7125639311121,0.0,20.34147955
21548.6315940191,0.0,19.1536927104164,0.0,19.77088218
36044.3667789505,0.0,14.9045951110616,0.0,16.49218328
15127.2969409609,0.165908313471113,15.1681645559291,0.160395905,15.58596337
19545.6626327313,0.0,20.0868623439822,0.0,20.69066702
20779.4456022059,0.0,18.0873005648746,0.0,18.62766789
17151.241750234,0.0,10.3444270152502,0.0,11.1050288
25753.4954723119,0.0,7.62495693949494,0.0,7.736666644
7714.16133790493,0.0,14.017351867725,0.0,15.41036881
9005.36012034144,0.168965836468393,19.6116796610291,0.159134949,21.06601173
36632.2851647392,0.0338363591929942,3.33939240231996,0.031638011,3.671794933
7467.5374388343,0.262428665344365,19.206978398756,0.246193115,19.23217595
36083.1474606684,0.0,8.98507591288255,0.0,9.327515895
1320.18576030147,3.72297158157104,18.3340294704774,3.709956324,20.23179325
5209.96737400185,0.378567132699016,17.8268513279637,0.360044837,18.89421624
1011.64903940322,0.0,5.56311130221387,0.0,5.966775512
53238.8486333332,0.0,4.43320676325177,0.0,4.860464064
43548.1462153031,0.0,17.2319403756868,0.0,18.91395083
37557.6007987576,0.0,8.92191585316858,0.0,9.441443356
36469.1536001522,0.0,4.40417869889815,0.0,4.727461876
7548.07025346247,0.104167086905503,18.805519219554,0.101595122,19.36440581
21533.0582667559,0.0,20.2408667770521,0.0,21.09010444
22295.8292623522,0.0,18.4268945394915,0.0,20.42473906
16724.2088576014,0.0,18.6735356333472,0.0,19.06860176
21497.2281053303,0.100560143498183,18.7824499298955,0.100484248,19.81406146
68090.3121049176,0.0,5.8879870356597,0.0,6.121457682
29642.505535972,0.064063968862589,5.21679626328702,0.061956798,5.52876529
71296.6357996898,0.0,6.21315261142275,0.0,6.389890752
17304.4294418376,0.0,5.21099881230673,0.0,5.711652929
24953.0921657503,0.0185376180705497,6.71301505486585,0.018353531,7.294942683
7738.23614886615,0.161089576081894,18.9377408412375,0.149591794,19.4812521
37517.8926826629,0.0524447702743064,5.52328676739836,0.051312466,5.628922212
35227.0451296144,0.0,14.153049499323,0.0,15.49762413
30982.2560537753,0.0,16.4056197461142,0.0,16.58768916
69480.1247801179,0.0,9.34177632714808,0.0,10.05588978
67711.5500062149,0.0190443466133527,5.84065816080737,0.017807319,6.159065871
1488.38951365186,4.46668996279303,18.4953008844467,4.113547008,20.16247808
12577.3588768602,0.0186463454556696,6.27216760966281,0.018125673,6.509876391
57544.6209460458,0.0,4.98938226786803,0.0,5.437736962
45881.0397559765,0.0,8.74680867902268,0.0,9.478063255
2128.90470110102,0.0,16.1963941559682,0.0,17.64662826
32566.84840717,0.0308442120406442,5.93239285744548,0.030535353,6.174417274
12471.0035007139,0.0,18.1588720301177,0.0,18.19187943
29577.0290275272,0.0,4.75808519979265,0.0,5.024833673
29568.9269106741,0.0238271286514177,4.2223135291944,0.021801572,4.22942846
6212.31796773294,0.522280212315898,18.4905659904957,0.507848687,19.9972948
5179.98507595203,0.0,19.6129606392187,0.0,20.2090702
21559.2751954215,0.0,17.9942422228103,0.0,19.4453546
20686.6003323418,0.0,18.1165847253833,0.0,19.46267109
13418.9663710245,0.345187604299729,13.4491113685709,0.314083987,14.79198384
59186.4107082444,0.0,4.86153355336803,0.0,4.877816885
72446.7388299777,0.0,6.56384430143951,0.0,6.88235948
67893.4867528368,0.0,6.78070394864412,0.0,6.791689496
14018.151280712,0.0212870749696207,6.21276195966172,0.020021994,6.886095652
53359.5050357861,0.0107261690706355,9.35461725897873,0.010062448,9.35833557
17457.2130087135,0.215864435966441,16.2988304821888,0.201545726,16.69943265
20487.9781847717,0.0969871342775587,5.28773642772356,0.093072089,5.349403447
43984.8124764589,0.0,11.7649798368775,0.0,12.10800778
16356.3872400585,0.0,18.7084647332294,0.0,20.10039561
2641.0732958739,1.23849123226212,4.29166432560318,1.225194622,4.463700514
45647.1400589711,0.0,19.1050447842482,0.0,20.63126095
41845.9163062215,0.0,4.99771608428345,0.0,5.287051826
11803.4679844906,0.0760336108054817,16.8115577358688,0.075873736,17.85292033
1087.23639261354,0.0,5.44259729609219,0.0,5.788606467
21085.134817791,0.0412221172090365,5.13697660605073,0.040589134,5.253756023
55162.0474539517,0.0303739145837301,5.57598786983257,0.028962003,5.9795245
12367.1257913966,0.0182544745313897,6.21331314188386,0.017789057,6.637019601
34385.8356504009,0.0,8.70976046168423,0.0,9.227399588
48061.2304478174,0.0,18.922377320491,0.0,20.10282469
21298.4580934237,0.0,16.2790106183693,0.0,16.67987152
24669.6739986296,0.0,5.25318854866578,0.0,5.721699891
10358.8269504015,0.0107966519600034,14.1129929152631,0.009837729,15.20233613
5826.09533630261,0.0,15.623166027208,0.0,15.62512361
14709.5073106857,0.0,14.2137687268361,0.0,14.6824101
18661.0982038513,0.0,17.6283491955237,0.0,19.49715404
7990.34701853827,0.148652320555313,19.7564491487992,0.140332521,21.19418736
7684.93064625117,0.0,18.0792311446435,0.0,19.39594298
3578.42780831067,0.0,18.7793224249244,0.0,19.59143439
14105.8737292625,0.0,5.21752879773046,0.0,5.229805938
8092.65563500488,0.0,19.4925834604884,0.0,19.54425479
35419.5456984659,0.0,8.86876437723451,0.0,9.311929621
12748.7329493074,0.271148671545659,9.98228541652494,0.262250879,10.40449533
8013.00483572018,0.284427216123773,12.173662548444,0.280947452,12.90232823
9408.5828457955,0.0,14.4655269959446,0.0,15.33503789
25033.6142182454,0.0,20.0405920651468,0.0,20.48746743
23706.0591370298,0.0,20.3086142230599,0.0,20.73009964
